时间,负荷,最高温度℃,最低温度℃,平均温度℃,相对湿度(平均),降雨量（mm）
2018/1/5 10:45,7399.602784,20.1,10.8,15.3,38,0
2018/1/5 11:00,7410.031072,20.1,10.8,15.3,38,0
2018/1/5 11:15,7412.725984,20.1,10.8,15.3,38,0
2018/1/5 11:30,7258.532512,20.1,10.8,15.3,38,0
2018/1/5 11:45,6936.170272,20.1,10.8,15.3,38,0
2018/1/5 12:00,6134.268448,20.1,10.8,15.3,38,0
2018/1/5 12:15,5719.15888,20.1,10.8,15.3,38,0
2018/1/5 12:30,5665.406368,20.1,10.8,15.3,38,0
2018/1/5 12:45,5662.336096,20.1,10.8,15.3,38,0
2018/1/5 13:00,5677.295296,20.1,10.8,15.3,38,0
2018/1/5 13:15,5801.38,20.1,10.8,15.3,38,0
2018/1/5 13:30,6151.574176,20.1,10.8,15.3,38,0
2018/1/5 13:45,6660.888928,20.1,10.8,15.3,38,0
2018/1/5 14:00,6760.144864,20.1,10.8,15.3,38,0
2018/1/5 14:15,6870.490048,20.1,10.8,15.3,38,0
2018/1/5 14:30,6876.037696,20.1,10.8,15.3,38,0
2018/1/5 14:45,6890.131072,20.1,10.8,15.3,38,0
2018/1/5 15:00,6902.137216,20.1,10.8,15.3,38,0
2018/1/5 15:15,6927.734656,20.1,10.8,15.3,38,0
2018/1/5 15:30,6970.951552,20.1,10.8,15.3,38,0
2018/1/5 15:45,7016.006368,20.1,10.8,15.3,38,0
2018/1/5 16:00,7087.332832,20.1,10.8,15.3,38,0
2018/1/5 16:15,7176.694816,20.1,10.8,15.3,38,0
2018/1/5 16:30,7185.915136,20.1,10.8,15.3,38,0
2018/1/5 16:45,7192.334656,20.1,10.8,15.3,38,0
2018/1/5 17:00,7135.157536,20.1,10.8,15.3,38,0
2018/1/5 17:15,7052.082784,20.1,10.8,15.3,38,0
2018/1/5 17:30,6687.730912,20.1,10.8,15.3,38,0
2018/1/5 17:45,6466.89856,20.1,10.8,15.3,38,0
2018/1/5 18:00,6473.85904,20.1,10.8,15.3,38,0
2018/1/5 18:15,6583.50112,20.1,10.8,15.3,38,0
2018/1/5 18:30,6698.582464,20.1,10.8,15.3,38,0
2018/1/5 18:45,6730.488448,20.1,10.8,15.3,38,0
2018/1/5 19:00,6686.152192,20.1,10.8,15.3,38,0
2018/1/5 19:15,6649.122784,20.1,10.8,15.3,38,0
2018/1/5 19:30,6591.104704,20.1,10.8,15.3,38,0
2018/1/5 19:45,6519.851392,20.1,10.8,15.3,38,0
2018/1/5 20:00,6465.556576,20.1,10.8,15.3,38,0
2018/1/5 20:15,6472.549888,20.1,10.8,15.3,38,0
2018/1/5 20:30,6508.736416,20.1,10.8,15.3,38,0
2018/1/5 20:45,6494.084704,20.1,10.8,15.3,38,0
2018/1/5 21:00,6448.81888,20.1,10.8,15.3,38,0
2018/1/5 21:15,6418.765984,20.1,10.8,15.3,38,0
2018/1/5 21:30,6351.832192,20.1,10.8,15.3,38,0
2018/1/5 21:45,6262.884064,20.1,10.8,15.3,38,0
2018/1/5 22:00,6145.78096,20.1,10.8,15.3,38,0
2018/1/5 22:15,6033.036736,20.1,10.8,15.3,38,0
2018/1/5 22:30,5887.530112,20.1,10.8,15.3,38,0
2018/1/5 22:45,5725.365664,20.1,10.8,15.3,38,0
2018/1/5 23:00,5527.555936,20.1,10.8,15.3,38,0
2018/1/5 23:15,5303.172352,20.1,10.8,15.3,38,0
2018/1/5 23:30,5108.911072,20.1,10.8,15.3,38,0
2018/1/5 23:45,4924.946368,20.1,10.8,15.3,38,0
2018/1/6 0:00,4802.20184,21.3,11.5,15.8,59,0
2018/1/6 0:15,4682.142784,21.3,11.5,15.8,59,0
2018/1/6 0:30,4636.184224,21.3,11.5,15.8,59,0
2018/1/6 0:45,4594.9384,21.3,11.5,15.8,59,0
2018/1/6 1:00,4526.257216,21.3,11.5,15.8,59,0
2018/1/6 1:15,4483.273792,21.3,11.5,15.8,59,0
2018/1/6 1:30,4421.294176,21.3,11.5,15.8,59,0
2018/1/6 1:45,4381.943104,21.3,11.5,15.8,59,0
2018/1/6 2:00,4332.882784,21.3,11.5,15.8,59,0
2018/1/6 2:15,4308.689728,21.3,11.5,15.8,59,0
2018/1/6 2:30,4288.865344,21.3,11.5,15.8,59,0
2018/1/6 2:45,4272.057376,21.3,11.5,15.8,59,0
2018/1/6 3:00,4236.072832,21.3,11.5,15.8,59,0
2018/1/6 3:15,4221.950272,21.3,11.5,15.8,59,0
2018/1/6 3:30,4184.167168,21.3,11.5,15.8,59,0
2018/1/6 3:45,4154.934496,21.3,11.5,15.8,59,0
2018/1/6 4:00,4143.02128,21.3,11.5,15.8,59,0
2018/1/6 4:15,4135.136896,21.3,11.5,15.8,59,0
2018/1/6 4:30,4125.347488,21.3,11.5,15.8,59,0
2018/1/6 4:45,4110.03856,21.3,11.5,15.8,59,0
2018/1/6 5:00,4117.42,21.3,11.5,15.8,59,0
2018/1/6 5:15,4132.667008,21.3,11.5,15.8,59,0
2018/1/6 5:30,4141.632352,21.3,11.5,15.8,59,0
2018/1/6 5:45,4188.597376,21.3,11.5,15.8,59,0
2018/1/6 6:00,4213.663744,21.3,11.5,15.8,59,0
2018/1/6 6:15,4341.571552,21.3,11.5,15.8,59,0
2018/1/6 6:30,4407.002464,21.3,11.5,15.8,59,0
2018/1/6 6:45,4506.045664,21.3,11.5,15.8,59,0
2018/1/6 7:00,4661.364064,21.3,11.5,15.8,59,0
2018/1/6 7:15,4952.96176,21.3,11.5,15.8,59,0
2018/1/6 7:30,5189.766688,21.3,11.5,15.8,59,0
2018/1/6 7:45,5572.343584,21.3,11.5,15.8,59,0
2018/1/6 8:00,6401.193952,21.3,11.5,15.8,59,0
2018/1/6 8:15,7394.92,21.3,11.5,15.8,59,0
2018/1/6 8:30,7653.948928,21.3,11.5,15.8,59,0
2018/1/6 8:45,7895.763904,21.3,11.5,15.8,59,0
2018/1/6 9:00,7969.291072,21.3,11.5,15.8,59,0
2018/1/6 9:15,8088.934336,21.3,11.5,15.8,59,0
2018/1/6 9:30,8144.324704,21.3,11.5,15.8,59,0
2018/1/6 9:45,8245.82128,21.3,11.5,15.8,59,0
2018/1/6 10:00,8305.005664,21.3,11.5,15.8,59,0
2018/1/6 10:15,8339.728768,21.3,11.5,15.8,59,0
2018/1/6 10:30,8383.805344,21.3,11.5,15.8,59,0
2018/1/6 10:45,8400.503104,21.3,11.5,15.8,59,0
2018/1/6 11:00,8390.126848,21.3,11.5,15.8,59,0
2018/1/6 11:15,8361.414976,21.3,11.5,15.8,59,0
2018/1/6 11:30,8166.784384,21.3,11.5,15.8,59,0
2018/1/6 11:45,7756.666048,21.3,11.5,15.8,59,0
2018/1/6 12:00,6759.625024,21.3,11.5,15.8,59,0
2018/1/6 12:15,6217.6408,21.3,11.5,15.8,59,0
2018/1/6 12:30,6176.071552,21.3,11.5,15.8,59,0
2018/1/6 12:45,6146.748448,21.3,11.5,15.8,59,0
2018/1/6 13:00,6223.656256,21.3,11.5,15.8,59,0
2018/1/6 13:15,6404.994016,21.3,11.5,15.8,59,0
2018/1/6 13:30,6902.144704,21.3,11.5,15.8,59,0
2018/1/6 13:45,7618.851232,21.3,11.5,15.8,59,0
2018/1/6 14:00,7780.045984,21.3,11.5,15.8,59,0
2018/1/6 14:15,7939.692352,21.3,11.5,15.8,59,0
2018/1/6 14:30,7997.776096,21.3,11.5,15.8,59,0
2018/1/6 14:45,7988.952352,21.3,11.5,15.8,59,0
2018/1/6 15:00,8018.564704,21.3,11.5,15.8,59,0
2018/1/6 15:15,8064.823744,21.3,11.5,15.8,59,0
2018/1/6 15:30,8104.425664,21.3,11.5,15.8,59,0
2018/1/6 15:45,8149.134976,21.3,11.5,15.8,59,0
2018/1/6 16:00,8244.59872,21.3,11.5,15.8,59,0
2018/1/6 16:15,8299.504384,21.3,11.5,15.8,59,0
2018/1/6 16:30,8327.564704,21.3,11.5,15.8,59,0
2018/1/6 16:45,8304.085984,21.3,11.5,15.8,59,0
2018/1/6 17:00,8211.252832,21.3,11.5,15.8,59,0
2018/1/6 17:15,8090.246848,21.3,11.5,15.8,59,0
2018/1/6 17:30,7575.897856,21.3,11.5,15.8,59,0
2018/1/6 17:45,7226.502784,21.3,11.5,15.8,59,0
2018/1/6 18:00,7243.775296,21.3,11.5,15.8,59,0
2018/1/6 18:15,7532.46016,21.3,11.5,15.8,59,0
2018/1/6 18:30,7836.371392,21.3,11.5,15.8,59,0
2018/1/6 18:45,8123.44,21.3,11.5,15.8,59,0
2018/1/6 19:00,8163.388768,21.3,11.5,15.8,59,0
2018/1/6 19:15,8210.306848,21.3,11.5,15.8,59,0
2018/1/6 19:30,8174.149408,21.3,11.5,15.8,59,0
2018/1/6 19:45,8073.855616,21.3,11.5,15.8,59,0
2018/1/6 20:00,7960.245184,21.3,11.5,15.8,59,0
2018/1/6 20:15,7945.636576,21.3,11.5,15.8,59,0
2018/1/6 20:30,7936.985344,21.3,11.5,15.8,59,0
2018/1/6 20:45,7872.274816,21.3,11.5,15.8,59,0
2018/1/6 21:00,7741.942624,21.3,11.5,15.8,59,0
2018/1/6 21:15,7663.525984,21.3,11.5,15.8,59,0
2018/1/6 21:30,7519.056256,21.3,11.5,15.8,59,0
2018/1/6 21:45,7379.435296,21.3,11.5,15.8,59,0
2018/1/6 22:00,7165.542784,21.3,11.5,15.8,59,0
2018/1/6 22:15,6959.94016,21.3,11.5,15.8,59,0
2018/1/6 22:30,6733.214656,21.3,11.5,15.8,59,0
2018/1/6 22:45,6459.933472,21.3,11.5,15.8,59,0
2018/1/6 23:00,6193.675936,21.3,11.5,15.8,59,0
2018/1/6 23:15,5887.72,21.3,11.5,15.8,59,0
2018/1/6 23:30,5636.60032,21.3,11.5,15.8,59,0
2018/1/6 23:45,5418.067168,21.3,11.5,15.8,59,0
2018/1/7 0:00,5238.6616,22.9,15.3,18.2,67,0
2018/1/7 0:15,5144.348608,22.9,15.3,18.2,67,0
2018/1/7 0:30,5053.242784,22.9,15.3,18.2,67,0
2018/1/7 0:45,5005.105024,22.9,15.3,18.2,67,0
2018/1/7 1:00,4946.323744,22.9,15.3,18.2,67,0
2018/1/7 1:15,4917.994336,22.9,15.3,18.2,67,0
2018/1/7 1:30,4868.50144,22.9,15.3,18.2,67,0
2018/1/7 1:45,4813.795456,22.9,15.3,18.2,67,0
2018/1/7 2:00,4788.088768,22.9,15.3,18.2,67,0
2018/1/7 2:15,4741.234336,22.9,15.3,18.2,67,0
2018/1/7 2:30,4724.882944,22.9,15.3,18.2,67,0
2018/1/7 2:45,4698.390592,22.9,15.3,18.2,67,0
2018/1/7 3:00,4655.99968,22.9,15.3,18.2,67,0
2018/1/7 3:15,4638.328288,22.9,15.3,18.2,67,0
2018/1/7 3:30,4609.883104,22.9,15.3,18.2,67,0
2018/1/7 3:45,4609.507168,22.9,15.3,18.2,67,0
2018/1/7 4:00,4564.495936,22.9,15.3,18.2,67,0
2018/1/7 4:15,4551.32032,22.9,15.3,18.2,67,0
2018/1/7 4:30,4523.537536,22.9,15.3,18.2,67,0
2018/1/7 4:45,4526.954656,22.9,15.3,18.2,67,0
2018/1/7 5:00,4518.522784,22.9,15.3,18.2,67,0
2018/1/7 5:15,4541.922784,22.9,15.3,18.2,67,0
2018/1/7 5:30,4559.864704,22.9,15.3,18.2,67,0
2018/1/7 5:45,4595.26096,22.9,15.3,18.2,67,0
2018/1/7 6:00,4615.53856,22.9,15.3,18.2,67,0
2018/1/7 6:15,4709.112832,22.9,15.3,18.2,67,0
2018/1/7 6:30,4779.345664,22.9,15.3,18.2,67,0
2018/1/7 6:45,4879.837696,22.9,15.3,18.2,67,0
2018/1/7 7:00,5016.252832,22.9,15.3,18.2,67,0
2018/1/7 7:15,5238.006208,22.9,15.3,18.2,67,0
2018/1/7 7:30,5493.131392,22.9,15.3,18.2,67,0
2018/1/7 7:45,5812.7416,22.9,15.3,18.2,67,0
2018/1/7 8:00,6620.10112,22.9,15.3,18.2,67,0
2018/1/7 8:15,7475.167648,22.9,15.3,18.2,67,0
2018/1/7 8:30,7801.35904,22.9,15.3,18.2,67,0
2018/1/7 8:45,8006.534656,22.9,15.3,18.2,67,0
2018/1/7 9:00,8087.572192,22.9,15.3,18.2,67,0
2018/1/7 9:15,8190.513472,22.9,15.3,18.2,67,0
2018/1/7 9:30,8264.512192,22.9,15.3,18.2,67,0
2018/1/7 9:45,8326.29808,22.9,15.3,18.2,67,0
2018/1/7 10:00,8362.234336,22.9,15.3,18.2,67,0
2018/1/7 10:15,8417.346208,22.9,15.3,18.2,67,0
2018/1/7 10:30,8453.883424,22.9,15.3,18.2,67,0
2018/1/7 10:45,8472.067168,22.9,15.3,18.2,67,0
2018/1/7 11:00,8442.784384,22.9,15.3,18.2,67,0
2018/1/7 11:15,8420.871232,22.9,15.3,18.2,67,0
2018/1/7 11:30,8196.14032,22.9,15.3,18.2,67,0
2018/1/7 11:45,7816.257856,22.9,15.3,18.2,67,0
2018/1/7 12:00,6764.27872,22.9,15.3,18.2,67,0
2018/1/7 12:15,6245.930752,22.9,15.3,18.2,67,0
2018/1/7 12:30,6216.952192,22.9,15.3,18.2,67,0
2018/1/7 12:45,6214.363744,22.9,15.3,18.2,67,0
2018/1/7 13:00,6277.295296,22.9,15.3,18.2,67,0
2018/1/7 13:15,6448.416256,22.9,15.3,18.2,67,0
2018/1/7 13:30,6980.204704,22.9,15.3,18.2,67,0
2018/1/7 13:45,7669.606528,22.9,15.3,18.2,67,0
2018/1/7 14:00,7851.282784,22.9,15.3,18.2,67,0
2018/1/7 14:15,8019.76096,22.9,15.3,18.2,67,0
2018/1/7 14:30,8070.826528,22.9,15.3,18.2,67,0
2018/1/7 14:45,8075.190592,22.9,15.3,18.2,67,0
2018/1/7 15:00,8127.332512,22.9,15.3,18.2,67,0
2018/1/7 15:15,8167.126528,22.9,15.3,18.2,67,0
2018/1/7 15:30,8206.549408,22.9,15.3,18.2,67,0
2018/1/7 15:45,8268.144064,22.9,15.3,18.2,67,0
2018/1/7 16:00,8356.570912,22.9,15.3,18.2,67,0
2018/1/7 16:15,8440.785664,22.9,15.3,18.2,67,0
2018/1/7 16:30,8480.363104,22.9,15.3,18.2,67,0
2018/1/7 16:45,8481.449728,22.9,15.3,18.2,67,0
2018/1/7 17:00,8375.354656,22.9,15.3,18.2,67,0
2018/1/7 17:15,8226.484384,22.9,15.3,18.2,67,0
2018/1/7 17:30,7676.462464,22.9,15.3,18.2,67,0
2018/1/7 17:45,7356.825184,22.9,15.3,18.2,67,0
2018/1/7 18:00,7388.616256,22.9,15.3,18.2,67,0
2018/1/7 18:15,7651.962304,22.9,15.3,18.2,67,0
2018/1/7 18:30,7932.312352,22.9,15.3,18.2,67,0
2018/1/7 18:45,8169.234976,22.9,15.3,18.2,67,0
2018/1/7 19:00,8191.211872,22.9,15.3,18.2,67,0
2018/1/7 19:15,8223.63808,22.9,15.3,18.2,67,0
2018/1/7 19:30,8187.12064,22.9,15.3,18.2,67,0
2018/1/7 19:45,8119.565344,22.9,15.3,18.2,67,0
2018/1/7 20:00,7982.268928,22.9,15.3,18.2,67,0
2018/1/7 20:15,7949.950048,22.9,15.3,18.2,67,0
2018/1/7 20:30,7956.113632,22.9,15.3,18.2,67,0
2018/1/7 20:45,7926.770272,22.9,15.3,18.2,67,0
2018/1/7 21:00,7779.86032,22.9,15.3,18.2,67,0
2018/1/7 21:15,7677.886048,22.9,15.3,18.2,67,0
2018/1/7 21:30,7524.273952,22.9,15.3,18.2,67,0
2018/1/7 21:45,7381.828768,22.9,15.3,18.2,67,0
2018/1/7 22:00,7170.465184,22.9,15.3,18.2,67,0
2018/1/7 22:15,7014.447328,22.9,15.3,18.2,67,0
2018/1/7 22:30,6775.750048,22.9,15.3,18.2,67,0
2018/1/7 22:45,6511.2616,22.9,15.3,18.2,67,0
2018/1/7 23:00,6223.188928,22.9,15.3,18.2,67,0
2018/1/7 23:15,5964.142624,22.9,15.3,18.2,67,0
2018/1/7 23:30,5717.690272,22.9,15.3,18.2,67,0
2018/1/7 23:45,5471.417536,22.9,15.3,18.2,67,0
2018/1/8 0:00,5272.985344,19.7,14.6,17.5,83,0.7
2018/1/8 0:15,5182.809088,19.7,14.6,17.5,83,0.7
2018/1/8 0:30,5105.197216,19.7,14.6,17.5,83,0.7
2018/1/8 0:45,5056.130272,19.7,14.6,17.5,83,0.7
2018/1/8 1:00,4990.134016,19.7,14.6,17.5,83,0.7
2018/1/8 1:15,4945.74064,19.7,14.6,17.5,83,0.7
2018/1/8 1:30,4883.215456,19.7,14.6,17.5,83,0.7
2018/1/8 1:45,4843.834816,19.7,14.6,17.5,83,0.7
2018/1/8 2:00,4797.957856,19.7,14.6,17.5,83,0.7
2018/1/8 2:15,4785.676096,19.7,14.6,17.5,83,0.7
2018/1/8 2:30,4731.826048,19.7,14.6,17.5,83,0.7
2018/1/8 2:45,4711.304704,19.7,14.6,17.5,83,0.7
2018/1/8 3:00,4685.567488,19.7,14.6,17.5,83,0.7
2018/1/8 3:15,4661.92048,19.7,14.6,17.5,83,0.7
2018/1/8 3:30,4629.637216,19.7,14.6,17.5,83,0.7
2018/1/8 3:45,4611.168448,19.7,14.6,17.5,83,0.7
2018/1/8 4:00,4591.66144,19.7,14.6,17.5,83,0.7
2018/1/8 4:15,4570.762144,19.7,14.6,17.5,83,0.7
2018/1/8 4:30,4559.026048,19.7,14.6,17.5,83,0.7
2018/1/8 4:45,4551.123904,19.7,14.6,17.5,83,0.7
2018/1/8 5:00,4548.34192,19.7,14.6,17.5,83,0.7
2018/1/8 5:15,4565.403424,19.7,14.6,17.5,83,0.7
2018/1/8 5:30,4586.245024,19.7,14.6,17.5,83,0.7
2018/1/8 5:45,4628.82064,19.7,14.6,17.5,83,0.7
2018/1/8 6:00,4660.537216,19.7,14.6,17.5,83,0.7
2018/1/8 6:15,4723.283104,19.7,14.6,17.5,83,0.7
2018/1/8 6:30,4807.014016,19.7,14.6,17.5,83,0.7
2018/1/8 6:45,4904.8816,19.7,14.6,17.5,83,0.7
2018/1/8 7:00,5044.192192,19.7,14.6,17.5,83,0.7
2018/1/8 7:15,5243.214016,19.7,14.6,17.5,83,0.7
2018/1/8 7:30,5484.805984,19.7,14.6,17.5,83,0.7
2018/1/8 7:45,5825.131072,19.7,14.6,17.5,83,0.7
2018/1/8 8:00,6576.947488,19.7,14.6,17.5,83,0.7
2018/1/8 8:15,7503.562624,19.7,14.6,17.5,83,0.7
2018/1/8 8:30,7815.822784,19.7,14.6,17.5,83,0.7
2018/1/8 8:45,8012.273152,19.7,14.6,17.5,83,0.7
2018/1/8 9:00,8136.090592,19.7,14.6,17.5,83,0.7
2018/1/8 9:15,8248.62064,19.7,14.6,17.5,83,0.7
2018/1/8 9:30,8318.850592,19.7,14.6,17.5,83,0.7
2018/1/8 9:45,8389.92064,19.7,14.6,17.5,83,0.7
2018/1/8 10:00,8441.826208,19.7,14.6,17.5,83,0.7
2018/1/8 10:15,8484.89968,19.7,14.6,17.5,83,0.7
2018/1/8 10:30,8533.474336,19.7,14.6,17.5,83,0.7
2018/1/8 10:45,8546.52064,19.7,14.6,17.5,83,0.7
2018/1/8 11:00,8527.451872,19.7,14.6,17.5,83,0.7
2018/1/8 11:15,8516.74192,19.7,14.6,17.5,83,0.7
2018/1/8 11:30,8292.323104,19.7,14.6,17.5,83,0.7
2018/1/8 11:45,7930.289728,19.7,14.6,17.5,83,0.7
2018/1/8 12:00,6960.396256,19.7,14.6,17.5,83,0.7
2018/1/8 12:15,6338.982784,19.7,14.6,17.5,83,0.7
2018/1/8 12:30,6296.265664,19.7,14.6,17.5,83,0.7
2018/1/8 12:45,6291.429088,19.7,14.6,17.5,83,0.7
2018/1/8 13:00,6359.556256,19.7,14.6,17.5,83,0.7
2018/1/8 13:15,6550.757536,19.7,14.6,17.5,83,0.7
2018/1/8 13:30,7086.742624,19.7,14.6,17.5,83,0.7
2018/1/8 13:45,7752.696256,19.7,14.6,17.5,83,0.7
2018/1/8 14:00,7943.970112,19.7,14.6,17.5,83,0.7
2018/1/8 14:15,8079.32032,19.7,14.6,17.5,83,0.7
2018/1/8 14:30,8133.64,19.7,14.6,17.5,83,0.7
2018/1/8 14:45,8167.5616,19.7,14.6,17.5,83,0.7
2018/1/8 15:00,8210.429728,19.7,14.6,17.5,83,0.7
2018/1/8 15:15,8228.3416,19.7,14.6,17.5,83,0.7
2018/1/8 15:30,8288.49808,19.7,14.6,17.5,83,0.7
2018/1/8 15:45,8333.472832,19.7,14.6,17.5,83,0.7
2018/1/8 16:00,8420.764384,19.7,14.6,17.5,83,0.7
2018/1/8 16:15,8500.695616,19.7,14.6,17.5,83,0.7
2018/1/8 16:30,8531.01904,19.7,14.6,17.5,83,0.7
2018/1/8 16:45,8523.426208,19.7,14.6,17.5,83,0.7
2018/1/8 17:00,8431.247488,19.7,14.6,17.5,83,0.7
2018/1/8 17:15,8302.175296,19.7,14.6,17.5,83,0.7
2018/1/8 17:30,7777.388608,19.7,14.6,17.5,83,0.7
2018/1/8 17:45,7440.215296,19.7,14.6,17.5,83,0.7
2018/1/8 18:00,7450.792672,19.7,14.6,17.5,83,0.7
2018/1/8 18:15,7682.543584,19.7,14.6,17.5,83,0.7
2018/1/8 18:30,7955.543584,19.7,14.6,17.5,83,0.7
2018/1/8 18:45,8172.251872,19.7,14.6,17.5,83,0.7
2018/1/8 19:00,8194.597216,19.7,14.6,17.5,83,0.7
2018/1/8 19:15,8229.851872,19.7,14.6,17.5,83,0.7
2018/1/8 19:30,8180.82064,19.7,14.6,17.5,83,0.7
2018/1/8 19:45,8104.870048,19.7,14.6,17.5,83,0.7
2018/1/8 20:00,7960.112512,19.7,14.6,17.5,83,0.7
2018/1/8 20:15,7954.662784,19.7,14.6,17.5,83,0.7
2018/1/8 20:30,7961.004064,19.7,14.6,17.5,83,0.7
2018/1/8 20:45,7912.812832,19.7,14.6,17.5,83,0.7
2018/1/8 21:00,7773.234976,19.7,14.6,17.5,83,0.7
2018/1/8 21:15,7665.906208,19.7,14.6,17.5,83,0.7
2018/1/8 21:30,7534.596256,19.7,14.6,17.5,83,0.7
2018/1/8 21:45,7372.790272,19.7,14.6,17.5,83,0.7
2018/1/8 22:00,7147.9816,19.7,14.6,17.5,83,0.7
2018/1/8 22:15,6984.311392,19.7,14.6,17.5,83,0.7
2018/1/8 22:30,6746.447488,19.7,14.6,17.5,83,0.7
2018/1/8 22:45,6506.925184,19.7,14.6,17.5,83,0.7
2018/1/8 23:00,6232.032832,19.7,14.6,17.5,83,0.7
2018/1/8 23:15,5949.809728,19.7,14.6,17.5,83,0.7
2018/1/8 23:30,5675.210272,19.7,14.6,17.5,83,0.7
2018/1/8 23:45,5444.871712,19.7,14.6,17.5,83,0.7
2018/1/9 0:00,5252.385184,15.3,11.6,13.7,59,0
2018/1/9 0:15,5157.550912,15.3,11.6,13.7,59,0
2018/1/9 0:30,5067.61984,15.3,11.6,13.7,59,0
2018/1/9 0:45,5038.30192,15.3,11.6,13.7,59,0
2018/1/9 1:00,4968.209728,15.3,11.6,13.7,59,0
2018/1/9 1:15,4937.456896,15.3,11.6,13.7,59,0
2018/1/9 1:30,4885.737856,15.3,11.6,13.7,59,0
2018/1/9 1:45,4860.368608,15.3,11.6,13.7,59,0
2018/1/9 2:00,4791.270592,15.3,11.6,13.7,59,0
2018/1/9 2:15,4764.888448,15.3,11.6,13.7,59,0
2018/1/9 2:30,4738.833952,15.3,11.6,13.7,59,0
2018/1/9 2:45,4711.482304,15.3,11.6,13.7,59,0
2018/1/9 3:00,4684.451872,15.3,11.6,13.7,59,0
2018/1/9 3:15,4670.086048,15.3,11.6,13.7,59,0
2018/1/9 3:30,4648.765504,15.3,11.6,13.7,59,0
2018/1/9 3:45,4612.935616,15.3,11.6,13.7,59,0
2018/1/9 4:00,4599.262144,15.3,11.6,13.7,59,0
2018/1/9 4:15,4570.072192,15.3,11.6,13.7,59,0
2018/1/9 4:30,4555.508608,15.3,11.6,13.7,59,0
2018/1/9 4:45,4552.686208,15.3,11.6,13.7,59,0
2018/1/9 5:00,4544.30128,15.3,11.6,13.7,59,0
2018/1/9 5:15,4552.989088,15.3,11.6,13.7,59,0
2018/1/9 5:30,4552.373152,15.3,11.6,13.7,59,0
2018/1/9 5:45,4601.00128,15.3,11.6,13.7,59,0
2018/1/9 6:00,4638.635296,15.3,11.6,13.7,59,0
2018/1/9 6:15,4709.3416,15.3,11.6,13.7,59,0
2018/1/9 6:30,4788.706528,15.3,11.6,13.7,59,0
2018/1/9 6:45,4879.849888,15.3,11.6,13.7,59,0
2018/1/9 7:00,5032.04128,15.3,11.6,13.7,59,0
2018/1/9 7:15,5270.546368,15.3,11.6,13.7,59,0
2018/1/9 7:30,5512.3216,15.3,11.6,13.7,59,0
2018/1/9 7:45,5835.464704,15.3,11.6,13.7,59,0
2018/1/9 8:00,6681.74032,15.3,11.6,13.7,59,0
2018/1/9 8:15,7467.894976,15.3,11.6,13.7,59,0
2018/1/9 8:30,7823.90032,15.3,11.6,13.7,59,0
2018/1/9 8:45,7988.72032,15.3,11.6,13.7,59,0
2018/1/9 9:00,8092.136896,15.3,11.6,13.7,59,0
2018/1/9 9:15,8190.531232,15.3,11.6,13.7,59,0
2018/1/9 9:30,8255.487808,15.3,11.6,13.7,59,0
2018/1/9 9:45,8314.12192,15.3,11.6,13.7,59,0
2018/1/9 10:00,8381.19808,15.3,11.6,13.7,59,0
2018/1/9 10:15,8416.145344,15.3,11.6,13.7,59,0
2018/1/9 10:30,8483.774656,15.3,11.6,13.7,59,0
2018/1/9 10:45,8498.717536,15.3,11.6,13.7,59,0
2018/1/9 11:00,8496.045664,15.3,11.6,13.7,59,0
2018/1/9 11:15,8465.917216,15.3,11.6,13.7,59,0
2018/1/9 11:30,8246.606848,15.3,11.6,13.7,59,0
2018/1/9 11:45,7875.344704,15.3,11.6,13.7,59,0
2018/1/9 12:00,6925.006048,15.3,11.6,13.7,59,0
2018/1/9 12:15,6292.274176,15.3,11.6,13.7,59,0
2018/1/9 12:30,6249.936256,15.3,11.6,13.7,59,0
2018/1/9 12:45,6257.770912,15.3,11.6,13.7,59,0
2018/1/9 13:00,6318.448288,15.3,11.6,13.7,59,0
2018/1/9 13:15,6518.19856,15.3,11.6,13.7,59,0
2018/1/9 13:30,7044.724864,15.3,11.6,13.7,59,0
2018/1/9 13:45,7706.805184,15.3,11.6,13.7,59,0
2018/1/9 14:00,7892.868928,15.3,11.6,13.7,59,0
2018/1/9 14:15,8008.531552,15.3,11.6,13.7,59,0
2018/1/9 14:30,8046.476896,15.3,11.6,13.7,59,0
2018/1/9 14:45,8084.604064,15.3,11.6,13.7,59,0
2018/1/9 15:00,8089.831552,15.3,11.6,13.7,59,0
2018/1/9 15:15,8161.949728,15.3,11.6,13.7,59,0
2018/1/9 15:30,8207.97904,15.3,11.6,13.7,59,0
2018/1/9 15:45,8250.191872,15.3,11.6,13.7,59,0
2018/1/9 16:00,8316.428128,15.3,11.6,13.7,59,0
2018/1/9 16:15,8392.242784,15.3,11.6,13.7,59,0
2018/1/9 16:30,8447.84032,15.3,11.6,13.7,59,0
2018/1/9 16:45,8421.58192,15.3,11.6,13.7,59,0
2018/1/9 17:00,8344.232512,15.3,11.6,13.7,59,0
2018/1/9 17:15,8216.04064,15.3,11.6,13.7,59,0
2018/1/9 17:30,7696.597216,15.3,11.6,13.7,59,0
2018/1/9 17:45,7406.82112,15.3,11.6,13.7,59,0
2018/1/9 18:00,7409.214016,15.3,11.6,13.7,59,0
2018/1/9 18:15,7629.344704,15.3,11.6,13.7,59,0
2018/1/9 18:30,7913.957536,15.3,11.6,13.7,59,0
2018/1/9 18:45,8204.606848,15.3,11.6,13.7,59,0
